Row.names,seqnames,start,end,width,annotation,geneChr,geneStart,geneEnd,geneLength,geneId,transcriptId,distanceToTSS,ENSEMBL,SYMBOL,GENENAME,ASE1,ASE2,GeneID,Ctrl.bam,V5.bam,difference,FC,L2FC
chrX:101397874-101398102,chrX,101397874,101398102,229,Promoter (2-3kb),23,101395153,101395795,643,6173,ENST00000489407.1,2721,ENSG00000241343,RPL36A,ribosomal protein L36a,,,controlledV5_peak_1101,2,17,15,5.666666667,2.502500341
chr1:109280776-109280983,chr1,109280776,109280983,208,Promoter (<=1kb),1,109280809,109281679,871,84722,ENST00000474126.2,696,ENSG00000134222,PSRC1,proline and serine rich coiled-coil 1,,,controlledV5_peak_53,1,11,10,5.5,2.459431619
chr1:117943395-117943628,chr1,117943395,117943628,234,"Exon (ENST00000349139.6/10885, exon 11 of 27)",1,117929775,117938529,8755,10885,ENST00000471680.1,13620,ENSG00000065183,WDR3,WD repeat domain 3,,,controlledV5_peak_59,1,11,10,5.5,2.459431619
chr1:164851400-164851592,chr1,164851400,164851592,193,3' UTR,1,164812728,164850357,37630,5087,ENST00000465089.2,38672,ENSG00000185630,PBX1,PBX homeobox 1,,,controlledV5_peak_97,1,11,10,5.5,2.459431619
chr11:122614178-122614427,chr11,122614178,122614427,250,"Exon (ENST00000526011.2/ENST00000526011.2, exon 1 of 1)",11,122655722,122814473,158752,84959,ENST00000284273.6,-41295,ENSG00000154127,UBASH3B,ubiquitin associated and SH3 domain containing B,,,controlledV5_peak_208,1,11,10,5.5,2.459431619
chr11:4135080-4135271,chr11,4135080,4135271,192,3' UTR,11,4122109,4126817,4709,6240,ENST00000529109.1,12971,ENSG00000167325,RRM1,ribonucleotide reductase catalytic subunit M1,,,controlledV5_peak_166,1,11,10,5.5,2.459431619
chr12:101068593-101068831,chr12,101068593,101068831,239,"Exon (ENST00000547000.1/ENST00000547000.1, exon 2 of 2)",12,101047988,101128627,80640,121601,ENST00000550015.1,20605,ENSG00000151572,ANO4,anoctamin 4,,,controlledV5_peak_254,5,33,28,5.5,2.459431619
chr12:132053143-132053359,chr12,132053143,132053359,217,"Exon (ENST00000389561.7/57634, exon 42 of 53)",12,132062595,132080457,17863,57634,ENST00000330386.7,-9236,ENSG00000183495,EP400,E1A binding protein p400,,,controlledV5_peak_276,1,11,10,5.5,2.459431619
chr15:65554884-65555114,chr15,65554884,65555114,231,5' UTR,15,65551026,65570199,19174,51495,ENST00000562832.1,3858,ENSG00000074696,HACD3,3-hydroxyacyl-CoA dehydratase 3,,,controlledV5_peak_338,1,11,10,5.5,2.459431619
chr17:51120353-51120562,chr17,51120353,51120562,210,Promoter (<=1kb),17,50965627,51120734,155108,9043,ENST00000505279.5,172,ENSG00000008294,SPAG9,sperm associated antigen 9,,,controlledV5_peak_449,3,22,19,5.5,2.459431619
chr21:15878302-15878523,chr21,15878302,15878523,222,Promoter (2-3kb),21,15875996,15878911,2916,29761,ENST00000478932.1,2306,ENSG00000155313,USP25,ubiquitin specific peptidase 25,,,controlledV5_peak_654,1,11,10,5.5,2.459431619
chr22:40266776-40266975,chr22,40266776,40266975,200,Promoter (1-2kb),22,40265003,40321799,56797,23112,ENST00000446273.1,1773,ENSG00000100354,TNRC6B,trinucleotide repeat containing adaptor 6B,,,controlledV5_peak_684,1,11,10,5.5,2.459431619
chr3:47419414-47419690,chr3,47419414,47419690,277,Promoter (1-2kb),3,47420619,47421365,747,22937,ENST00000465628.1,1675,ENSG00000114650,SCAP,SREBF chaperone,,,controlledV5_peak_718,3,22,19,5.5,2.459431619
chr4:48851804-48852017,chr4,48851804,48852017,214,Promoter (<=1kb),4,48852192,48860859,8668,54940,ENST00000508329.1,-175,ENSG00000109180,OCIAD1,OCIA domain containing 1,,,controlledV5_peak_768,1,11,10,5.5,2.459431619
chr5:131391997-131392277,chr5,131391997,131392277,281,3' UTR,5,131385606,131398446,12841,56990,ENST00000502582.1,6391,ENSG00000158985,CDC42SE2,CDC42 small effector 2,,,controlledV5_peak_816,1,11,10,5.5,2.459431619
chr6:149662029-149662216,chr6,149662029,149662216,188,3' UTR,6,149603364,149648972,45609,11104,ENST00000420200.1,-13057,ENSG00000186625,KATNA1,katanin catalytic subunit A1,,,controlledV5_peak_896,1,11,10,5.5,2.459431619
chr6:158921758-158922017,chr6,158921758,158922017,260,"Exon (ENST00000434104.1/ENST00000434104.1, exon 1 of 2)",6,158895217,158910352,15136,100130967,ENST00000608817.2,26541,ENSG00000203711,LINC02901,long intergenic non-protein coding RNA 2901,,,controlledV5_peak_899,1,11,10,5.5,2.459431619
chr7:43767260-43767494,chr7,43767260,43767494,235,"Exon (ENST00000431286.1/ENST00000431286.1, exon 1 of 1)",7,43764191,43792767,28577,644,ENST00000424330.1,3069,ENSG00000106605,BLVRA,biliverdin reductase A,,,controlledV5_peak_921,1,11,10,5.5,2.459431619
chr9:136462885-136463099,chr9,136462885,136463099,215,Promoter (<=1kb),9,136440101,136462961,22861,9919,ENST00000277537.10,0,ENSG00000148396,SEC16A,"SEC16 homolog A, endoplasmic reticulum export factor",,,controlledV5_peak_1030,1,11,10,5.5,2.459431619
chrX:120447838-120448026,chrX,120447838,120448026,189,Promoter (1-2kb),23,120431248,120449068,17821,3920,ENST00000486593.5,1042,ENSG00000005893,LAMP2,lysosomal associated membrane protein 2,,,controlledV5_peak_1117,1,11,10,5.5,2.459431619
chr5:177306436-177306737,chr5,177306436,177306737,302,Promoter (<=1kb),5,177305616,177306163,548,27166,ENST00000510701.1,820,ENSG00000169230,PRELID1,PRELI domain containing 1,,,controlledV5_peak_834,6,38,32,5.428571429,2.440572591
chr17:39204524-39204711,chr17,39204524,39204711,188,3' UTR,17,39201015,39204703,3689,6143,ENST00000678189.1,3509,ENSG00000108298,RPL19,ribosomal protein L19,,,controlledV5_peak_429,7,43,36,5.375,2.426264755
chr20:56601885-56602076,chr20,56601885,56602076,192,"Exon (ENST00000398541.2/ENST00000398541.2, exon 1 of 1)",20,56577563,56596126,18564,105372682,ENST00000434176.1,24322,ENSG00000225657,LINC01716,long intergenic non-protein coding RNA 1716,,,controlledV5_peak_631,7,43,36,5.375,2.426264755
chr1:43979245-43979512,chr1,43979245,43979512,268,Promoter (<=1kb),1,43979436,43991168,11733,8704,ENST00000497866.6,0,ENSG00000117411,B4GALT2,"beta-1,4-galactosyltransferase 2",,,controlledV5_peak_33,2,16,14,5.333333333,2.415037499
chr10:133312785-133313038,chr10,133312785,133313038,254,Promoter (<=1kb),10,133279642,133312337,32696,10844,ENST00000482278.5,-448,ENSG00000130640,TUBGCP2,tubulin gamma complex associated protein 2,,,controlledV5_peak_162,2,16,14,5.333333333,2.415037499
chr17:58089251-58089551,chr17,58089251,58089551,301,3' UTR,17,58083419,58095542,12124,140735,ENST00000579991.3,5832,ENSG00000264364,DYNLL2,dynein light chain LC8-type 2,,,controlledV5_peak_451,2,16,14,5.333333333,2.415037499
chr19:2110705-2110897,chr19,2110705,2110897,193,Promoter (<=1kb),19,2102237,2110805,8569,8943,ENST00000589369.2,0,ENSG00000065000,AP3D1,adaptor related protein complex 3 subunit delta 1,,,controlledV5_peak_492,2,16,14,5.333333333,2.415037499
chr2:241248000-241248350,chr2,241248000,241248350,351,Promoter (<=1kb),2,241246570,241248043,1474,3069,ENST00000460826.1,0,ENSG00000115677,HDLBP,high density lipoprotein binding protein,,,controlledV5_peak_611,5,32,27,5.333333333,2.415037499
chr2:73251223-73251438,chr2,73251223,73251438,216,"Exon (ENST00000539919.5/10574, exon 12 of 13)",2,73243846,73249061,5216,10574,ENST00000488856.1,7377,ENSG00000135624,CCT7,chaperonin containing TCP1 subunit 7,,,controlledV5_peak_573,5,32,27,5.333333333,2.415037499
chr21:44312103-44312314,chr21,44312103,44312314,212,3' UTR,21,44315527,44327376,11850,5211,ENST00000474114.5,-3213,ENSG00000141959,PFKL,"phosphofructokinase, liver type",,,controlledV5_peak_658,2,16,14,5.333333333,2.415037499
chr19:39979844-39980455,chr19,39979844,39980455,612,Promoter (<=1kb),19,39979444,39980178,735,5704,ENST00000601194.1,400,ENSG00000013275,PSMC4,"proteasome 26S subunit, ATPase 4",,,controlledV5_peak_537,6,37,31,5.285714286,2.402098444
chr11:61311797-61312136,chr11,61311797,61312136,340,Promoter (<=1kb),11,61302581,61311349,8769,1642,ENST00000539332.2,-448,ENSG00000167986,DDB1,damage specific DNA binding protein 1,,,controlledV5_peak_185,3,21,18,5.25,2.392317423
chr8:124543084-124543277,chr8,124543084,124543277,194,Promoter (<=1kb),8,124543244,124570925,27682,4715,ENST00000678801.1,0,ENSG00000147684,NDUFB9,NADH:ubiquinone oxidoreductase subunit B9,,,controlledV5_peak_984,3,21,18,5.25,2.392317423
chr19:41305672-41305869,chr19,41305672,41305869,198,3' UTR,19,41302393,41307038,4646,11100,ENST00000595806.1,3279,ENSG00000105323,HNRNPUL1,heterogeneous nuclear ribonucleoprotein U like 1,,,controlledV5_peak_539,4,26,22,5.2,2.378511623
chr1:19122875-19123062,chr1,19122875,19123062,188,"Exon (ENST00000375254.8/23352, exon 66 of 106)",1,19111640,19118849,7210,23352,ENST00000375218.3,-4026,ENSG00000127481,UBR4,ubiquitin protein ligase E3 component n-recognin 4,,,controlledV5_peak_7,1,10,9,5,2.321928095
chr1:226965165-226965350,chr1,226965165,226965350,186,3' UTR,1,226974855,226977487,2633,56997,ENST00000476488.1,-9505,ENSG00000163050,COQ8A,coenzyme Q8A,,,controlledV5_peak_118,1,10,9,5,2.321928095
chr1:234430089-234430277,chr1,234430089,234430277,189,"Exon (ENST00000040877.2/6894, exon 15 of 30)",1,234410404,234420814,10411,6894,ENST00000463793.1,-9275,ENSG00000059588,TARBP1,TAR (HIV-1) RNA binding protein 1,,,controlledV5_peak_129,1,10,9,5,2.321928095
chr11:110296466-110296653,chr11,110296466,110296653,188,Promoter (<=1kb),11,109864295,110296612,432318,5962,ENST00000645527.1,0,ENSG00000137710,RDX,radixin,,,controlledV5_peak_204,0,5,5,5,2.321928095
chr11:125620010-125620197,chr11,125620010,125620197,188,Promoter (1-2kb),11,125618518,125625215,6698,3703,ENST00000526364.1,1492,ENSG00000134910,STT3A,STT3 oligosaccharyltransferase complex catalytic subunit A,,,controlledV5_peak_210,1,10,9,5,2.321928095
chr12:13080622-13080851,chr12,13080622,13080851,230,3' UTR,12,13066829,13068374,1546,57613,ENST00000540455.1,13793,ENSG00000084444,FAM234B,family with sequence similarity 234 member B,,,controlledV5_peak_224,1,10,9,5,2.321928095
chr12:14786928-14787264,chr12,14786928,14787264,337,3' UTR,12,14774582,14778002,3421,55766,ENST00000501744.2,12346,ENSG00000246705,H2AJ,H2A.J histone,,,controlledV5_peak_225,5,30,25,5,2.321928095
chr12:908472-908698,chr12,908472,908698,227,Promoter (<=1kb),12,907720,909033,1314,65125,ENST00000540885.1,752,ENSG00000060237,WNK1,WNK lysine deficient protein kinase 1,,,controlledV5_peak_213,3,20,17,5,2.321928095
chr13:77177747-77177956,chr13,77177747,77177956,210,"Exon (ENST00000695078.1/23077, exon 11 of 56)",13,77160189,77166302,6114,23077,ENST00000695089.1,-11445,ENSG00000005810,MYCBP2,MYC binding protein 2,,,controlledV5_peak_290,1,10,9,5,2.321928095
chr14:50911729-50911926,chr14,50911729,50911926,198,Promoter (<=1kb),14,50908142,50911871,3730,5836,ENST00000532107.2,0,ENSG00000100504,PYGL,glycogen phosphorylase L,,,controlledV5_peak_304,2,15,13,5,2.321928095
chr14:90405053-90405319,chr14,90405053,90405319,267,Promoter (<=1kb),14,90404168,90404785,618,801,ENST00000556721.1,885,ENSG00000198668,CALM1,calmodulin 1,,,controlledV5_peak_317,7,40,33,5,2.321928095
chr15:41710863-41711086,chr15,41710863,41711086,224,"Exon (ENST00000566718.6/23269, exon 8 of 9)",15,41696885,41713465,16581,23269,ENST00000703842.1,13978,ENSG00000174197,MGA,MAX dimerization protein MGA,,,controlledV5_peak_335,1,10,9,5,2.321928095
chr15:70058662-70058847,chr15,70058662,70058847,186,Promoter (<=1kb),15,70048977,70058790,9814,7090,ENST00000557815.1,0,ENSG00000140332,TLE3,"TLE family member 3, transcriptional corepressor",,,controlledV5_peak_339,2,15,13,5,2.321928095
chr16:3675322-3675511,chr16,3675322,3675511,190,Promoter (<=1kb),16,3674336,3676214,1879,10131,ENST00000570514.5,703,ENSG00000126602,TRAP1,TNF receptor associated protein 1,,,controlledV5_peak_358,2,15,13,5,2.321928095
chr16:46672262-46672472,chr16,46672262,46672472,211,3' UTR,16,46661827,46669214,7388,55737,ENST00000562420.1,-3048,ENSG00000069329,VPS35,VPS35 retromer complex component,,,controlledV5_peak_380,1,10,9,5,2.321928095
chr16:58542228-58542484,chr16,58542228,58542484,257,Promoter (1-2kb),16,58542230,58543802,1573,23019,ENST00000566240.1,1318,ENSG00000125107,CNOT1,CCR4-NOT transcription complex subunit 1,,,controlledV5_peak_388,3,20,17,5,2.321928095
chr17:49827448-49827649,chr17,49827448,49827649,202,Promoter (1-2kb),17,49825662,49827819,2158,11143,ENST00000706643.1,1786,ENSG00000136504,KAT7,lysine acetyltransferase 7,,,controlledV5_peak_448,2,15,13,5,2.321928095
chr17:747567-747916,chr17,747567,747916,350,"Exon (ENST00000319004.6/50628, exon 2 of 2)",17,747844,752038,4195,50628,ENST00000574958.1,4122,ENSG00000179409,GEMIN4,gem nuclear organelle associated protein 4,,,controlledV5_peak_404,3,20,17,5,2.321928095
chr17:80137385-80137593,chr17,80137385,80137593,209,Promoter (<=1kb),17,80135264,80137603,2340,9775,ENST00000576573.1,10,ENSG00000141543,EIF4A3,eukaryotic translation initiation factor 4A3,,,controlledV5_peak_468,1,10,9,5,2.321928095
chr19:10636354-10636542,chr19,10636354,10636542,189,Promoter (<=1kb),19,10636926,10642385,5460,57153,ENST00000588214.1,-384,ENSG00000129353,SLC44A2,solute carrier family 44 member 2,,,controlledV5_peak_514,1,10,9,5,2.321928095
chr19:12681588-12681779,chr19,12681588,12681779,192,Promoter (<=1kb),19,12675722,12681771,6050,1725,ENST00000351660.9,0,ENSG00000095059,DHPS,deoxyhypusine synthase,,,controlledV5_peak_519,1,10,9,5,2.321928095
chr19:19054149-19054349,chr19,19054149,19054349,201,Promoter (<=1kb),19,19054231,19057954,3724,93436,ENST00000535478.5,0,ENSG00000105676,ARMC6,armadillo repeat containing 6,,,controlledV5_peak_528,0,5,5,5,2.321928095
chr2:127950167-127950409,chr2,127950167,127950409,243,"Exon (ENST00000357702.9/79595, exon 17 of 21)",2,127888829,127892732,3904,107985944,ENST00000659745.1,61338,,LOC107985944,uncharacterized LOC107985944,,,controlledV5_peak_588,1,10,9,5,2.321928095
chr21:5128210-5128406,chr21,5128210,5128406,197,Promoter (<=1kb),21,5116341,5128369,12029,102724023,ENST00000620528.5,0,ENSG00000280071,LOC102724023,glutamine amidotransferase class 1 domain containing 3B,,,controlledV5_peak_636,1,10,9,5,2.321928095
chr21:6460186-6460412,chr21,6460186,6460412,227,"Exon (ENST00000398168.6/102724560, exon 4 of 17)",21,6444869,6467513,22645,102724560,ENST00000398168.6,7101,ENSG00000274276,LOC102724560,cystathionine beta-synthase like,,,controlledV5_peak_637,2,15,13,5,2.321928095
chr3:142451314-142451538,chr3,142451314,142451538,225,Promoter (1-2kb),3,142449237,142453166,3930,545,ENST00000515810.1,1628,ENSG00000175054,ATR,ATR serine/threonine kinase,,,controlledV5_peak_746,1,10,9,5,2.321928095
chr3:171188701-171188915,chr3,171188701,171188915,215,"Exon (ENST00000436636.7/23043, exon 7 of 33)",3,171157551,171225711,68161,23043,ENST00000468757.1,36796,ENSG00000154310,TNIK,TRAF2 and NCK interacting kinase,,,controlledV5_peak_754,0,5,5,5,2.321928095
chr4:20511065-20511251,chr4,20511065,20511251,187,"Exon (ENST00000504154.6/9353, exon 11 of 37)",4,20528275,20528384,110,407000,ENST00000384999.1,-17024,ENSG00000207732,MIR218-1,microRNA 218-1,,,controlledV5_peak_766,2,15,13,5,2.321928095
chr6_GL000255v2_alt:2890601-2890788,chr6_GL000255v2_alt,2890601,2890788,188,Promoter (<=1kb),98,2891060,2891527,468,7916,ENST00000466085.1,-272,ENSG00000204469,PRRC2A,proline rich coiled-coil 2A,,,controlledV5_peak_905,1,10,9,5,2.321928095
chr7:157416082-157416286,chr7,157416082,157416286,205,3' UTR,7,157381821,157382743,923,10049,ENST00000486247.1,34261,ENSG00000105993,DNAJB6,DnaJ heat shock protein family (Hsp40) member B6,,,controlledV5_peak_958,2,15,13,5,2.321928095
chr8:58587615-58587819,chr8,58587615,58587819,205,Promoter (1-2kb),8,58583809,58586578,2770,8439,ENST00000521972.1,-1037,ENSG00000035681,NSMAF,neutral sphingomyelinase activation associated factor,,,controlledV5_peak_972,0,5,5,5,2.321928095
chr9:128640717-128640903,chr9,128640717,128640903,187,"Exon (ENST00000372715.7/89891, exon 2 of 9)",9,128635323,128637028,1706,89891,ENST00000473486.1,-3689,ENSG00000119333,DYNC2I2,dynein 2 intermediate chain 2,,,controlledV5_peak_1022,1,10,9,5,2.321928095
chrX:120526501-120526729,chrX,120526501,120526729,229,3' UTR,23,120526573,120531297,4725,8450,ENST00000681236.1,4568,ENSG00000158290,CUL4B,cullin 4B,,,controlledV5_peak_1118,3,20,17,5,2.321928095
chr8:37697150-37697343,chr8,37697150,37697343,194,Promoter (1-2kb),8,37695782,37700019,4238,80139,ENST00000331569.6,1368,ENSG00000183779,ZNF703,zinc finger protein 703,,,controlledV5_peak_964,9,49,40,4.9,2.292781749
chr14:20343085-20343398,chr14,20343085,20343398,314,Promoter (<=1kb),14,20343075,20343407,333,85495,ENST00000516869.1,9,ENSG00000277209,RPPH1,ribonuclease P RNA component H1,,,controlledV5_peak_296,1316,6296,4980,4.780561883,2.257180195
chr19:7520720-7520949,chr19,7520720,7520949,230,Promoter (1-2kb),19,7522624,7534009,11386,57192,ENST00000264079.11,-1675,ENSG00000090674,MCOLN1,mucolipin TRP cation channel 1,,,controlledV5_peak_509,8,43,35,4.777777778,2.256339753
chr1:158454603-158455099,chr1,158454603,158455099,497,"Exon (ENST00000397776.2/ENST00000397776.2, exon 1 of 1)",1,158461574,158468979,7406,391109,ENST00000641432.1,-6475,ENSG00000173285,OR10K1,olfactory receptor family 10 subfamily K member 1,,,controlledV5_peak_92,7,38,31,4.75,2.247927513
chr16:22534260-22534519,chr16,22534260,22534519,260,Promoter (2-3kb),16,22531492,22533812,2321,100132247,ENST00000442450.2,2768,ENSG00000243716,NPIPB5,nuclear pore complex interacting protein family member B5,,,controlledV5_peak_368,3,19,16,4.75,2.247927513
chr16:28156156-28156436,chr16,28156156,28156436,281,Promoter (<=1kb),16,28155597,28156332,736,23214,ENST00000561488.1,0,ENSG00000169180,XPO6,exportin 6,,,controlledV5_peak_369,3,19,16,4.75,2.247927513
chr2:135840541-135840790,chr2,135840541,135840790,250,3' UTR,2,135787850,135837184,49335,3938,ENST00000264162.7,-3357,ENSG00000115850,LCT,lactase,,,controlledV5_peak_592,3,19,16,4.75,2.247927513
chr19:1088458-1088704,chr19,1088458,1088704,247,Promoter (1-2kb),19,1088424,1089930,1507,5434,ENST00000586215.1,1226,ENSG00000099817,POLR2E,"RNA polymerase II, I and III subunit E",,,controlledV5_peak_490,6,33,27,4.714285714,2.237039197
chr2:86775211-86775398,chr2,86775211,86775398,188,3' UTR,2,86771301,86773597,2297,64795,ENST00000471113.1,3910,ENSG00000153561,RMND5A,required for meiotic nuclear division 5 homolog A,,,controlledV5_peak_582,6,33,27,4.714285714,2.237039197
chr1:51787917-51788154,chr1,51787917,51788154,238,Promoter (1-2kb),1,51789217,51789822,606,4898,ENST00000464385.1,1668,ENSG00000078618,NRDC,nardilysin convertase,,,controlledV5_peak_37,2,14,12,4.666666667,2.222392421
chr17:18254611-18254918,chr17,18254611,18254918,308,Promoter (<=1kb),17,18245351,18254651,9301,2314,ENST00000577485.1,0,ENSG00000177731,FLII,FLII actin remodeling protein,,,controlledV5_peak_419,2,14,12,4.666666667,2.222392421
chr17:82061617-82062031,chr17,82061617,82062031,415,Promoter (<=1kb),17,82058341,82061695,3355,64118,ENST00000580731.1,0,ENSG00000169718,DUS1L,dihydrouridine synthase 1 like,,,controlledV5_peak_474,2,14,12,4.666666667,2.222392421
chr2:127504991-127505238,chr2,127504991,127505238,248,Promoter (<=1kb),2,127502579,127504791,2213,55677,ENST00000497888.1,-200,ENSG00000163166,IWS1,"interacts with SUPT6H, CTD assembly factor 1",,,controlledV5_peak_587,2,14,12,4.666666667,2.222392421
chr22:49903584-49903942,chr22,49903584,49903942,359,3' UTR,22,49903650,49907918,4269,79087,ENST00000486602.1,3976,ENSG00000182858,ALG12,"ALG12 alpha-1,6-mannosyltransferase",,,controlledV5_peak_695,2,14,12,4.666666667,2.222392421
chr3:52527638-52527932,chr3,52527638,52527932,295,Promoter (<=1kb),3,52524385,52527684,3300,64943,ENST00000463947.5,0,ENSG00000168268,NT5DC2,5'-nucleotidase domain containing 2,,,controlledV5_peak_726,5,28,23,4.666666667,2.222392421
chr3:58098720-58098908,chr3,58098720,58098908,189,"Exon (ENST00000682097.1/2317, exon 8 of 13)",3,58078329,58170777,92449,2317,ENST00000493452.5,20391,ENSG00000136068,FLNB,filamin B,,,controlledV5_peak_733,2,14,12,4.666666667,2.222392421
chr4:10087705-10087930,chr4,10087705,10087930,226,Promoter (2-3kb),4,10073991,10085234,11244,9948,ENST00000699791.1,-2471,ENSG00000071127,WDR1,WD repeat domain 1,,,controlledV5_peak_764,2,14,12,4.666666667,2.222392421
chr4:6716517-6716996,chr4,6716517,6716996,480,Promoter (<=1kb),4,6716174,6717664,1491,55330,ENST00000320776.5,343,ENSG00000186222,BLOC1S4,biogenesis of lysosomal organelles complex 1 subunit 4,,,controlledV5_peak_763,2,14,12,4.666666667,2.222392421
chr5:123545445-123545746,chr5,123545445,123545746,302,Promoter (<=1kb),5,123545634,123615446,69813,1456,ENST00000361991.6,0,ENSG00000151292,CSNK1G3,casein kinase 1 gamma 3,,,controlledV5_peak_812,2,14,12,4.666666667,2.222392421
chr5:62385579-62385835,chr5,62385579,62385835,257,3' UTR,5,62388527,62393729,5203,27292,ENST00000514605.2,7894,ENSG00000086189,DIMT1,DIM1 rRNA methyltransferase and ribosome maturation factor,,,controlledV5_peak_802,5,28,23,4.666666667,2.222392421
chr6:113945361-113945568,chr6,113945361,113945568,208,"Exon (ENST00000519065.6/3066, exon 10 of 14)",6,113945380,113949323,3944,3066,ENST00000520746.1,3755,ENSG00000196591,HDAC2,histone deacetylase 2,,,controlledV5_peak_888,2,14,12,4.666666667,2.222392421
chr7:149494202-149494502,chr7,149494202,149494502,301,"Exon (ENST00000644635.1/155061, exon 2 of 7)",7,149487620,149497733,10114,155061,ENST00000461958.2,3231,ENSG00000181220,ZNF746,zinc finger protein 746,,,controlledV5_peak_955,2,14,12,4.666666667,2.222392421
chr7:4861112-4861304,chr7,4861112,4861304,193,Promoter (<=1kb),7,4857738,4862030,4293,56903,ENST00000404991.2,726,ENSG00000218823,PAPOLB,poly(A) polymerase beta,,,controlledV5_peak_909,2,14,12,4.666666667,2.222392421
chr19:34401097-34401319,chr19,34401097,34401319,223,Promoter (<=1kb),19,34400347,34409236,8890,84306,ENST00000606020.1,750,ENSG00000126249,PDCD2L,programmed cell death 2 like,,,controlledV5_peak_533,10,51,41,4.636363636,2.212993723
chr13:47763375-47763714,chr13,47763375,47763714,340,"Exon (ENST00000432820.1/ENST00000432820.1, exon 1 of 1)",13,47930153,47932622,2470,100861549,ENST00000566385.2,168908,ENSG00000260388,LINC00562,long intergenic non-protein coding RNA 562,,,controlledV5_peak_285,16,78,62,4.588235294,2.197939378
chr12:19942366-19942761,chr12,19942366,19942761,396,"Exon (ENST00000414406.2/ENST00000414406.2, exon 1 of 1)",12,20014780,20098868,84089,100506393,ENST00000536666.1,-72019,ENSG00000256287,LINC02398,long intergenic non-protein coding RNA 2398,,,controlledV5_peak_227,6,32,26,4.571428571,2.192645078
chr12:75498654-75499022,chr12,75498654,75499022,369,3' UTR,12,75499830,75504282,4453,11103,ENST00000551070.5,5260,ENSG00000111615,KRR1,KRR1 small subunit processome component homolog,,,controlledV5_peak_248,6,32,26,4.571428571,2.192645078
chr22:30334422-30334629,chr22,30334422,30334629,208,3' UTR,22,30338840,30340471,1632,10291,ENST00000485618.1,5842,ENSG00000099995,SF3A1,splicing factor 3a subunit 1,,,controlledV5_peak_670,6,32,26,4.571428571,2.192645078
chr1:164799695-164799901,chr1,164799695,164799901,207,"Exon (ENST00000420696.7/5087, exon 4 of 9)",1,164792671,164886007,93337,5087,ENST00000699848.1,7024,ENSG00000185630,PBX1,PBX homeobox 1,,,controlledV5_peak_96,1,9,8,4.5,2.169925001
chr1:31259748-31259950,chr1,31259748,31259950,203,Promoter (1-2kb),1,31259786,31261077,1292,9410,ENST00000491106.1,1127,ENSG00000060688,SNRNP40,small nuclear ribonucleoprotein U5 subunit 40,,,controlledV5_peak_19,3,18,15,4.5,2.169925001
chr1:39569593-39570022,chr1,39569593,39570022,430,Promoter (<=1kb),1,39569495,39569990,496,8761,ENST00000492519.1,0,ENSG00000090621,PABPC4,poly(A) binding protein cytoplasmic 4,,,controlledV5_peak_29,5,27,22,4.5,2.169925001
chr1:53765935-53766173,chr1,53765935,53766173,239,3' UTR,1,53771018,53771153,136,124900439,ENST00000364133.1,4980,ENSG00000201003,LOC124900439,small nucleolar RNA SNORA58,,,controlledV5_peak_39,3,18,15,4.5,2.169925001
chr12:77029830-77030030,chr12,77029830,77030030,201,"Exon (ENST00000416496.6/144455, exon 10 of 12)",12,77034006,77050741,16736,144455,ENST00000552907.5,20711,ENSG00000165891,E2F7,E2F transcription factor 7,,,controlledV5_peak_250,1,9,8,4.5,2.169925001
chr13:98389956-98390143,chr13,98389956,98390143,188,Promoter (<=1kb),13,98390585,98395420,4836,10160,ENST00000600190.1,-442,ENSG00000152767,FARP1,"FERM, ARH/RhoGEF and pleckstrin domain protein 1",,,controlledV5_peak_295,1,9,8,4.5,2.169925001
chr14:55067096-55067314,chr14,55067096,55067314,219,3' UTR,14,55062951,55064670,1720,93487,ENST00000553976.1,4145,ENSG00000168175,MAPK1IP1L,mitogen-activated protein kinase 1 interacting protein 1 like,,,controlledV5_peak_306,3,18,15,4.5,2.169925001
chr14:77710837-77711075,chr14,77710837,77711075,239,Promoter (<=1kb),14,77710644,77717584,6941,81892,ENST00000556956.1,193,ENSG00000119705,SLIRP,SRA stem-loop interacting RNA binding protein,,,controlledV5_peak_315,1,9,8,4.5,2.169925001
chr17:43189602-43189802,chr17,43189602,43189802,201,Promoter (<=1kb),17,43189914,43196120,6207,4077,ENST00000585505.1,-112,ENSG00000188554,NBR1,NBR1 autophagy cargo receptor,,,controlledV5_peak_437,1,9,8,4.5,2.169925001
chr22:29340655-29340848,chr22,29340655,29340848,194,Promoter (<=1kb),22,29331457,29340837,9381,162,ENST00000472057.1,0,ENSG00000100280,AP1B1,adaptor related protein complex 1 subunit beta 1,,,controlledV5_peak_668,1,9,8,4.5,2.169925001
chr22:45542160-45542359,chr22,45542160,45542359,200,Promoter (<=1kb),22,45541229,45551129,9901,2192,ENST00000476366.1,931,ENSG00000077942,FBLN1,fibulin 1,,,controlledV5_peak_692,1,9,8,4.5,2.169925001
chr4:149790185-149790393,chr4,149790185,149790393,209,"Exon (ENST00000505898.1/ENST00000505898.1, exon 1 of 1)",4,149733341,149815814,82474,285423,ENST00000502345.5,25421,ENSG00000234828,IQCM,IQ motif containing M,,,controlledV5_peak_784,1,9,8,4.5,2.169925001
